,name,class,text
46,kimyier,1,"#ON misi~tolong bantu vote ""sejunqsi"" nde>< maaciiw^^ https://twitter.com/RAWIOI/status/746319299749437440?s=06 …"
47,yukripto,1,SQFAV0RS: #ftl haii sayang......tolong vote KDYI0I ya  https://twitter.com/RAWIOI/status/746318289609973760 …
48,qimboma,1,"ONRPE: #ON misi~tolong bantu vote ""sejunqsi"" nde>< maaciiw^^ https://twitter.com/RAWIOI/status/746319299749437440?s=06 …"
49,kidxgurls,1,#ftl haii sayang......tolong vote KDYI0I ya  https://twitter.com/RAWIOI/status/746318289609973760 …
50,fimkai,1,SQFAV0RS: #ftl haii sayang......tolong vote KDYI0I ya  https://twitter.com/RAWIOI/status/746318289609973760 …
51,cho_oyerim,1,"ONRPE: #ON misi~tolong bantu vote ""sejunqsi"" nde>< maaciiw^^ https://twitter.com/RAWIOI/status/746319299749437440?s=06 …"
52,nxturcnal,1,": #ON misi~tolong bantu vote ""sejunqsi"" nde>< maaciiw^^ https://twitter.com/RAWIOI/status/746319299749437440?s=06 …"
53,skhyjin,1,SQFAV0RS: #ftl haii sayang......tolong vote KDYI0I ya  https://twitter.com/RAWIOI/status/746318289609973760 …
54,NCTkid,1,SQFAV0RS: #ftl haii sayang......tolong vote KDYI0I ya  https://twitter.com/RAWIOI/status/746318289609973760 …
55,MUSE133,1,"Maaf,untuk saat ini jngn hubungi a dlo,,mohon Pengertian nya"
56,skhyjin,1,"ONRPE: #ON misi~tolong bantu vote ""sejunqsi"" nde>< maaciiw^^ https://twitter.com/RAWIOI/status/746319299749437440?s=06 …"
57,junhloe,1,ONRPE #on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
58,muonbyul,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
59,gastindrew,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
60,KonsumenCerdik,1,Mohon info adakah yg tahu jadwal live event orang loncat dari puncak monas? Terima kasiih
61,PutraJayaHusin,1,Dikirim kemana Mas....?  Tolong kasih Alamatnya. Tks https://twitter.com/toscasantoso/status/719673395969810438 …
62,FU_Rose97,1,@hiekyo @_mtuan93 @10yeolup @Shtvixxeo @Namxanie @dedebamkiw @gurlkidd @fyeojaes risol mayo tolong =(
63,naimjakr,1,ONRPE: #on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
64,arsyadridla,1,"Mohon jatah menteri@pksart seakan2 oposisi, pdhl loyal@cyberpks @msi_sohibuliman @pksejahtera"
65,ghiyerim,1,RT ONRPE: #on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
66,pcyogz,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
67,RamtiAlc,1,papaxa alc @gadiiing tolong dong blang prilly kemarin aliando ngedes terus persembahan terahir itu foto prilly loh
68,preucti,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
69,SyzIzzati,1,tolong kejut pukul 10 
70,urjsomiyy,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
71,svtjwwx,1,ONRPE: #on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
72,pokupak,1,"#tl open agency fix/free @ yerim avail. Tolong mendekat

— ㅤ (botllgacc) April 11, 2016"
73,hellopimtha,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
74,diachaeyeon,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
75,laclisah,1,@bangsttergram tolong bahagiain
76,niciotine,1,#on adakah yang on di web? Gua pen minta tolong deact akun nih yg serius ae
77,imuninc,1,@Yeosin_45239 wkakak bias2 aku skrg bikin gak nahan kalo gak di-spazz jadi yah gitu ribut mulu diriku wkwk mohon maapkan jika menuh2in tl mu
78,jjkload,1,@B0BBIYG liat nih gue autofollback tolong ya matanya dipake hehe pic.twitter.com/vI9sIPm1Ca
79,khsplz,1,Mata gua ilang tolong pic.twitter.com/LzFZTEQnaZ
80,Faezahosni,1,"Ingat kan dah lambat , rupanya office belum bukak lagi 
Mohon abang zaman dan kak reena cepat sikit ye "
81,EzeeraSoraya,1,@pjcitycouncil makan suap ke? tolong bagi balik banner penunjuk arah majlis saya!!!!iklan haram2 tu banteras dulu!
82,UntukHatiKecil,1,Hai sumual_hendra Mohon bantu Follow Viceennt22 yukk Terimakasih :)
83,UntukHatiKecil,1,Hai cikgurahim Mohon bantu Follow Viceennt22 yukk Terimakasih :)
84,UntukHatiKecil,1,Hai Papa_Shinchan Mohon bantu Follow Viceennt22 yukk Terimakasih :)
85,UntukHatiKecil,1,Hai rubiervelola Mohon bantu Follow Viceennt22 yukk Terimakasih :)
86,UntukHatiKecil,1,Hai Ngadimin_HW Mohon bantu Follow Viceennt22 yukk Terimakasih :)
87,UntukHatiKecil,1,Hai irfan72304556 Mohon bantu Follow Viceennt22 yukk Terimakasih :)
88,UntukHatiKecil,1,Hai AnimeHoligan Mohon bantu Follow Viceennt22 yukk Terimakasih :)
89,UntukHatiKecil,1,Hai CyberBlora Mohon bantu Follow Viceennt22 yukk Terimakasih :)
90,__doyoung,1,Dahyun bias tolong imejnya di rpw gitu amat
91,tjiwina_0,1,"@ullyjulita1 bunda mohon maaf sebelumnya, mohon hati hati melakukan ""rt"" dari fans. Saya harap hal ini tdk merubah hub aliily. Terima kasih"
92,devin_adh,1,@CIMBNiaga tolong bantuannya soalnya kan cimb mau ada perbaikan
93,nursyazwaniii,1,Mohon semua masalah pergi jauh utk seketika. I need rest
94,UntukHatiKecil,1,Hai ArwitasariDedek Follow Viceennt22 yuk Mohon bantuannya untu Follow ya Terimakasih :)
95,UntukHatiKecil,1,Hai adim_agitya1 Follow Viceennt22 yuk Mohon bantuannya untu Follow ya Terimakasih :)
96,UntukHatiKecil,1,Hai amirudintuturop Follow Viceennt22 yuk Mohon bantuannya untu Follow ya Terimakasih :)
97,patty_21,1,Mohon bantuannya sungguh @HumasMenKumHam agar perpanjangan passport sy di imigrasi klas 1 tjg perak yg sdh 10 hr dpt dipercepat prosesnya.
98,EjanAngkirim,1,yelah sis. Kita tolong sampaikan je manatau ada species masih taktau sabah/sarawak kat mana. 
99,khahbin,1,"midevnetwork maaf ya mas MI Dev, sebelumnya hal tersebut untuk keperluan apa? Dan tolong informasikan untuk nomor smartfrennya agar (1) MY"
100,Aimanism_,1,Hahahaha loser nye aku. Pewdiepie tolong edit aku bersebelahan dengan awek anime sorang. NEEEERRRRRRDDDDD!!!!
101,jungceiyon,1,"myXLCare: d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
102,maxcarooni,1,"d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
103,maxcarooni,1,"myXLCare: d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
104,lalirca,1,"d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
105,momoguk,1,"smartfrencare: midevnetwork maaf ya mas MI Dev, sebelumnya hal tersebut untuk keperluan apa? Dan tolong informasikan untuk nomor smartfrenn…"
106,darkaest,1,"smartfrencare: midevnetwork maaf ya mas MI Dev, sebelumnya hal tersebut untuk keperluan apa? Dan tolong informasikan untuk nomor smartfrenn…"
107,yarukinako,1,"myXLCare: d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
108,smartfrencare,1,"maaf ya mas MI Dev, sebelumnya hal tersebut untuk keperluan apa? Dan tolong informasikan untuk nomor smartfrennya agar (1) MY"
109,_ainayusof,1,Dari dulu gak terfikir benda ni  tapi pernah je  tolong membe tersadai tepi jalan cuma tow truck la amek keta dia. Malam masatu
110,picavlt,1,"d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
111,picavlt,1,"rifaichyn Hi kak pai, mohon maaf sblmnya bisa DM kami utk nomornya saat ini? thx ^HR"
112,kilauanaurora,1,JNECare: OjhonKennedy  pengantarannya. Mohon waktunya kembali. Thanks ^Lisa    (2/2)
113,nakoe,1,"NickyJuliaditya 1. Mohon maaf atas ketidaknyamanannya, untuk menjaga keamanan dan kerahasiaan data pelanggan, untuk selanjutnya mohon (gri)"
114,putra_danielP,1,"Hey @Man2modelbjm Tolong FollowBack @.arifja_
Makasih"
115,ernwoocha,1,"d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
116,kryst6al,1,"d145 Hi kak, mohon maaf sblmnya, sudah coba utk instal versi terbaru nya blm? thx ^HR"
117,tacinekoriba,1,better pemimpin umno mly kaya raya drpd non mly kaya ada nk tolong malay?fikirkan.
118,rilscowo,1,ERPESTAR: #mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
119,greenspirulina,1,puki silap la bangsat boleh tolong berambus tk hahahahaha
120,Chng_Xiao98,1,ERPESTAR: #mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
121,Chng_Xiao98,1,ERPESTAR: #TL saran dong yoojung/pinky? sekalian tolong saran unem yoojung atau pinky dong hehe thanks before.
122,BiosixenWater,1,Sdh 3 hari turut-turut macet toll jorr. Tolong infokan kpd yg berwenang. https://twitter.com/lewatmana/status/730547054477336577 …
123,XVIIscps,1,ERPESTAR: #mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
124,Jenosvous,1,ERPESTAR: #mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
125,XVIIscps,1,ERPESTAR: #TL saran dong yoojung/pinky? sekalian tolong saran unem yoojung atau pinky dong hehe thanks before.
126,sanatozakui,1,#mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
127,Jenosvous,1,ERPESTAR: #TL saran dong yoojung/pinky? sekalian tolong saran unem yoojung atau pinky dong hehe thanks before.
128,uephxria,1,#mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
129,sanatozakui,1,#TL saran dong yoojung/pinky? sekalian tolong saran unem yoojung atau pinky dong hehe thanks before.
130,kwornpil,1,ERPESTAR: #mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
131,banglelang,1,#mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
132,uephxria,1,#TL saran dong yoojung/pinky? sekalian tolong saran unem yoojung atau pinky dong hehe thanks before.
133,kwornpil,1,ERPESTAR: #TL saran dong yoojung/pinky? sekalian tolong saran unem yoojung atau pinky dong hehe thanks before.
134,Lulahfah_AMB,1,#mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
135,banglelang,1,#TL saran dong yoojung/pinky? sekalian tolong saran unem yoojung atau pinky dong hehe thanks before.
136,bbydeoll,1,ERPESTAR: #mf hi guys boleh minta tolong like foto ini? thanks before http://silverqueensantai.com/waktunyasantai/p/653 …
137,JNECare,1,"mohon maaf ats ketidaknyamannya, dpt infokan almt lngkap serta patokannya & no tlp penerima via DM utk dibuatkan (1/2)"
138,CharmaDwiarto,1,"Kak min knp sinyal indosat di wilayah saya sering trobel padahal kan masih kota.. Dulu gk kyk gini kak,mohon infonya @IndosatCare"
139,gdxkjy,1,"sentothary -- Saat ini kami mohon kesediaan kamu untuk mencobanya kembali menggunakan PC/Laptop, atau mobile site dan browser--"
140,gdxkjy,1,"sentothary Hai Toppers, mohon maaf atas ketidaknyamanannya ya--"
141,kookiehere,1,"JNECare: CallMeBayoe mhn maaf atas    ketidaknyamanannya. Admin cek paketnya berkendala. Mohon infokan nama, alamat lengkap, patokan & no (…"
142,kookiehere,1,"JNECare: mFachrizalr mohon maaf ats ketidaknyamannya, dpt infokan almt lngkap serta patokannya & no tlp penerima via DM utk dibuatkan (1/2)"
143,Oralali_yo,1,Orang batak ngomong jawo. Aku bingung ngartiinya.  Ada yg mau tolong terjemain tulisan ini :)) https://twitter.com/boyke_bond_Jr/status/826216148744048641 …
144,gdxkjy,1,"co_2bee Hai Melly, mohon maaf atas ketidaknyamanannya ya--"
145,tffuni,1,"sentothary -- Saat ini kami mohon kesediaan kamu untuk mencobanya kembali menggunakan PC/Laptop, atau mobile site dan browser--"
146,myouimica,1,"kontakBRI: juli_artha Selamat pagi, mohon maaf atas ketidaknyamanannya. Dapat dikirimkan lokasi mesin CDM yg dimaksud melalui DM. Tks~Azka"
147,tffuni,1,"sentothary Hai Toppers, mohon maaf atas ketidaknyamanannya ya--"
148,rhya5659,1,"sentothary -- Saat ini kami mohon kesediaan kamu untuk mencobanya kembali menggunakan PC/Laptop, atau mobile site dan browser--"
149,rhya5659,1,"sentothary Hai Toppers, mohon maaf atas ketidaknyamanannya ya--"
150,xiaow_,1,Telkomsel: AlifaUlzana [2] Saya bantu cek dulu. Mohon ditunggu untuk informasi selanjutnya via DM. -Ninda
151,BiznetHome,1,Hai @rzq_niar jika sudah mengirimkan bukti pembayarannya mohon menunggu konfirmasi dari kami. Terima kasih
152,nctzenx,1,"sentothary -- Saat ini kami mohon kesediaan kamu untuk mencobanya kembali menggunakan PC/Laptop, atau mobile site dan browser--"
153,nctzenx,1,"sentothary Hai Toppers, mohon maaf atas ketidaknyamanannya ya--"
154,xhuukim,1,"TokopediaCare: sentothary -- Saat ini kami mohon kesediaan kamu untuk mencobanya kembali menggunakan PC/Laptop, atau mobile site dan browse…"
155,xhuukim,1,"TokopediaCare: sentothary Hai Toppers, mohon maaf atas ketidaknyamanannya ya--"
156,sjiihyo,1,Telkomsel: AlifaUlzana [2] Saya bantu cek dulu. Mohon ditunggu untuk informasi selanjutnya via DM. -Ninda
157,Anianiee_,1,"Heh, denger yeee. Abis ini gw mau off. Tolong, please gausah ada RTRTan. Oke sip. Terimakasih @adirosyadia"
158,DIONISIUSKOES,1,Yth. Bpk ign.jonan mohon segera selesaikan proyek krl.ditambun dong .maaf dan terima kasih
159,SiskaMardiani_,1,"""@KpopChartNet: Lay EXO Tertangkap Kamera Tolong Penggemar yang Terjatuh
http://www.kpopchart.net/2016/02/lay-exo-tertangkap-kamera-tolong.html … pic.twitter.com/joljR2lMGR"""
160,cep_opik,1,"TOLONG BAGIKAN KE TEMAN KALIAN, BEGINI CARA MEMBUAT ALPUKAT MATANG SEMPURNA BEBAS BUSUK YANG... http://fb.me/2yOZCa7Yy "
161,GandhyK,1,"Laki laki Tolong BACA INI !!! MULAI SEKARANG JANGAN KENCING BERDIRI, INILAH ALASAN DAN... http://fb.me/3G8is0YjO "
162,a10784055,1,Order fiktif tolong bantu cencel no.order 101737730 a/n keisya
163,sooijugn,1,@jsjourl @Jsjoerl @jsjoarl astagfirullah aku alimsq ya tolong ^___^
164,alvinaadmyy,1,@Uus__ @Uus__ Hidup seenaknya? Plis deh lu tau aja kgk gimna kehidupan asli mereka! Dan tolong HIJAB? Ga ada sangkut pautnya sm IDOLA gua!!
165,AhmadAriyadi2,1,"Tolong ramal saya mbah | pasti jomblo kan? | Hebat, kok bisa tau sebelum ngeramal mbah? | itu udah saya ramal -_- | njir!! x_x"
166,winawidiani275,1,@OfficialRCTI tolong tayangin #EXOLUXIONINA 
167,YUDISUSI,1,@PRFMnews mohon info apakah jalan  cieunteung menuju rancamanyar bisa dilewati kendaraan
168,7776lhg,1,Mohon info wilayah Kepa Duri...apakah banjir? Terima kasih dan selamat pagi
169,pitono1109,1,"@hendrarprihadi @satpolpp_smg @adi_trihananto @bagus_adriano
Mohon pihak terkait tuk menertibkan agar masyarakat tdk resah swn."
170,cintakw24,1,"@Bashi_B #Tolong dibaca ya siapa yang mengatakan warna ungu warna janda?-> http://goo.gl/eu7fub 
#KEPOdotGA"
171,terbangindah,1,"@MyRegistryWed #Tolong dibaca ya 7 hal yang wajib dimiliki oleh para jones -> http://goo.gl/9AXZx9 
#KEPOdotGA"
172,takdirkita,1,"@AnggitaAdzan #Tolong dibaca ya  pembangunan stasiun luar angkasa oleh ISS-> http://goo.gl/F0PMZS 
#KEPOdotGA"
173,seorangprogram,1,"@abdi_cakrawala #Tolong dibaca ya inilah 5 orang termuda didunia yang memenangkan nobel->  http://goo.gl/RPbJuD 
#KEPOdotGA"
174,kekuatansihir,1,"@abdi_cakrawala #Tolong dibaca ya inilah penyebab cowok pura-pura mati didepan wanita->  http://goo.gl/sR50Yd 
#KEPOdotGA"
175,selalubersama24,1,"@abdi_cakrawala #Tolong dibaca ya kenali gejala dan penyebab penyakit vertigo serta cara mengatasinya-> http://goo.gl/KFiqXe 
#KEPOdotGA"
176,maSaZrul,1,Sejuk + hujan + ngantuk = mohon kelas cancel 
177,whs_pr,1,mohon info apakah parkir mobil ragunan tetap dibuka?
178,mahkotca,1,indridiiar mohon maaf atas ketidaknyamanannya terkait dengan kendala yg di alami. Kami bantu infokan utk penggunaan internet dgn (1) FA
179,zjkdlin,1,Pesanmu ada disebelah sini tolong tekan
180,ahmer_fitri95,1,tolong azan kan tepi telinga dorang
181,CommuterLine,1,"Mohon maaf atas ketidaknyamanannya, akan kami bantu sampaikan perihal tersebut ke @PT_RMU  selaku pengelola parkir stasiun."
182,jiminrl,1,indridiiar mohon maaf atas ketidaknyamanannya terkait dengan kendala yg di alami. Kami bantu infokan utk penggunaan internet dgn (1) FA
183,ircneub,1,"AshbenYgMahaEsa [1] Mohon maaf atas ketidaknyamanan yang di alami. Terkait keluhan sinyal yang tidak stabil,"
184,Btsabsurd,1,"TokopediaCare: zikri_outsiders Hi Zikri, kami sudah merespon pesan kamu melalui DM. Mohon melakukan pengecekan. Terima kasih ^PU"
185,armanrogers,1,Tolong viralkan benda ni. https://twitter.com/haikalolz/status/821050789762252800 …
186,Btsabsurd,1,"TokopediaCare: _anitarahman -- komplain atas transaksi tersebut. Mohon menunggu respon penjual, jika tidak ada respon atau kesepakatan deng…"
187,xiyeobi,1,"TokopediaCare: zikri_outsiders Hi Zikri, kami sudah merespon pesan kamu melalui DM. Mohon melakukan pengecekan. Terima kasih ^PU"
188,doeulgi,1,smartfrencare: indridiiar mohon maaf atas ketidaknyamanannya terkait dengan kendala yg di alami. Kami bantu infokan utk penggunaan internet…
189,lalirca,1,"AshbenYgMahaEsa [1] Mohon maaf atas ketidaknyamanan yang di alami. Terkait keluhan sinyal yang tidak stabil,"
190,IZONESAKURAS,1,smartfrencare: indridiiar mohon maaf atas ketidaknyamanannya terkait dengan kendala yg di alami. Kami bantu infokan utk penggunaan internet…
191,LouVandetta26,1,smartfrencare: indridiiar mohon maaf atas ketidaknyamanannya terkait dengan kendala yg di alami. Kami bantu infokan utk penggunaan internet…
192,xiyeobi,1,"TokopediaCare: _anitarahman -- komplain atas transaksi tersebut. Mohon menunggu respon penjual, jika tidak ada respon atau kesepakatan deng…"
193,NakamotoYutaNCT,1,"TokopediaCare: zikri_outsiders Hi Zikri, kami sudah merespon pesan kamu melalui DM. Mohon melakukan pengecekan. Terima kasih ^PU"
194,cutiesst,1,indridiiar mohon maaf atas ketidaknyamanannya terkait dengan kendala yg di alami. Kami bantu infokan utk penggunaan internet dgn (1) FA
195,xiyeobi,1,"TokopediaCare: vitcelluler Hi Toppers, kami sudah merespon pesan kamu melalui DM. Mohon melakukan pengecekan kembali. Terima kasih ^PU"
196,KWPDAY6,1,"TokopediaCare^zikri_outsiders Hi Zikri, kami sudah merespon pesan kamu melalui DM. Mohon melakukan pengecekan. Terima kasih ^PU"
197,ketemulagidotco,1,Pria Ini di Hujat Karena Tolong Gadis Seksi yang Kecelakaan #konsen #PertahankanLuarBatang http://ketemulagi.com/pria-ini-di-hujat-karena-tolong-gadis-seksi-yang-kecelakaan/ …
198,BenShahriezan,1,tolong lah jujur
199,KillerBee_IND,1,“Jadi tolong diingat kalau hidupmu bukan cuma untuk dirimu saja.” (Neji)
200,radiyaa,1,"@rudzz32 Prknalkan sy indra. u/ kprluan tugas kuliah, Mohon kesediaan Anda u/ mnjawab brp batang rokok yg Anda hisap dlm 1 hari? Tks."
201,ssomiyaa,1,Hahahaha tolong https://twitter.com/btslokal/status/724971571777916928 …
202,suryananana9081,1,Rio: “Halo dari Moskow. Tolong Dukung Saya Buat Weekend Ini” http://salamolahraga.com/2016/04/26/rio-halo-dari-moskow-tolong-dukung-saya-buat-weekend-ini/ …pic.twitter.com/WkR6djgJlY
203,MyUTeM,1,Mohon buat laporan untuk tindakan. https://twitter.com/zaty264/status/724997439325769731 …
