,name,class,text
86,sinhunter69,0,jadi tolong pak menteri jangan mau di provokasi sama DOMBA macam @sheepG0D ini.. Yg otak'y gk jauh beda sama BINATANG!!
87,jackiearvaando,0,"Pak presiden,klu memang benar fahri hamzah bilang bapak sinting,tolong gerakan penangkapan,klu bapak dihina,berarti sm dgn menghina negara."
88,Muriasmanda3,0,"1.Bpk.Presiden sebaikny jangan campur pada masalah pilkada ,panjang ini berpotensi pak(mohon ijin kalo saya beri advice bapak secara direct)"
89,kartikow,0,Tolong siarin match Inter dong Pak Presiden RT @erickthohir: ANTV continues to prove the consistency of growth. @ANTVKEREN
90,Lambe_nade83,1,@jokowi Bpk presiden yang terhormat..mohon bantuannya untuk anak saya yang mengalami gangguan syaraf pendengaran berat sensorineural hearing
91,faridamafula,0,"@jokowi setiap gerak anda sangat mahal, mohon menerapkan target waktu penyelesaian pada tiap permasalahan "
92,JefryALBukhori,0,"Inilah alasan kenapa pemerintah melarang membungkus daging kurban dengan kantong plastik hitam, tolong sebarkan !!! http://fb.me/2vp9ry7c7 "
93,inem70918872,0,mohon maaf y bu menteri mau nanyak soal BPJS itu ngurus kartunya bayar atau gimn kadang2klo ngurs2kyk gt2ada aja kendalanya uang
94,whitenotme,0,pak @jokowi tolong om bonnie jadiin wa gub .. apa perlu dibikinin kawan boni ? https://twitter.com/BonnieTriyana/status/778229738749820928 …
95,ghinanllundud,0,"Pa @jokowi,mohon bantu para atlet national kita berlomba dgn damai. #PonJabarKacau"
96,affandy29,0,Atas nama Rakyat Indonesia tolong bantu 86 Calpeg Pelindo3 Pak Presiden @jokowi yang mencari keadilan di negara sendiri #SavePekerjaPelindo
97,septifilia,0,"salam kpd bpk menteri, sy septi warga bandung merasa sakit hati dgn twit bpk yg tdk didukung fakta. mohon lebih bijak..nuhun"
98,Galzette,1,@jokowi mirisnya nasib pasien bpjs pak.. kog begini sih ?! tolong ditinjau yg benar http://bit.ly/2dgseWy 
99,Ndhy_Lee,1,"@jokowi selamat malam bpk...maaf sblmnya, mohon perhatian dr bpk di samsat kota Bandung byk kejanggalan mengenai biaya proses utk motor baru"
100,cholixz_120,0,timnas tidak butuh uang 12M pak jokowi tolong benahi semua kepengurusan pssi penjarakan para mafia2 di atasnya
101,Triatra_Tomi,1,"Ibu @KhofifahIP @KemensosRI , Raskin di Tapan, Pesisir Selatan Sumbar tdk layak konsumsi, mohon tindaklanjutnya
Cc @jokowi @irwanprayitnopic.twitter.com/QPfb54LVdC"
102,aoi_usagi79,1,"Berharap pemerintah lbh responsif menanggapi isu2 liar. Isu warga Tiongkok yg jd pekerja ilegal, PKI. Mohon ditelusuri benar/slh nya."
103,Jodhie92,0,mohon perhatikan bapak presiden...semoga Timnas kita bisa lebih berprestasi. Indonesia Hebat!
104,Gerry_DoP,0,"Assala'mu alaikum, Wr,Wb. Selamat pagi, salam sehat n baik"" aja kan semua. Mohon maaf yg sebesar-besarnya tp akan ada lagi Was"
105,hilmanks77,0,pak saya sarankan agar sekolah sepakbola indonesia harus di perbanyak agar muncul bibit anak muda nanti.... mohon di respon dgn baik
106,dee_christ,0,"Yg terhormat @jokowi pak tolong di lihat pak , menurut saya ini meresahkan :  https://instagram.com/p/BNzSnVshBnV/ "
107,suprasic58,0,"pak @jokowi tolong d selidiki kenapa ni orang selalu benar nebak hasil,bahkan sebelum kompetisi dia sdh tau siapa runer-up nya  https://twitter.com/MafiaWasit/status/795414437972688896 …"
108,Jonson_Chu,0,Mohon dibantu Pak @jokowi @basuki_btp https://twitter.com/detikcom/status/810217836366860289 …
109,RobertCetorus,0,. Pak jokowi....mohon dong pak tahun depan jangan pake pelatih amatiran..masa kita udah menang 2-1 kok malah pakek strategi bertahan.
110,rais99shailin,0,"pa jokowi tolong perhatikan pembangunan pembinaan sepak bola indonesia..mulai dari infrastruktur lapangan dari sabang ke marauke,"
111,OppieSoedono,0,Jadi maksud presiden ke iran untuk apa ya? Mohon konfirmasi pak @jokowi  supaya saya tidak berprasangka https://twitter.com/PangeranBiru212/status/809403625575305217 …
112,wpamungkas96,0,@ganjarpranowo @jokowi mohon tindak lanjutnya sama yang memlunyai akun ini pak.. NKRI HARGA MATI pic.twitter.com/m95YUgtp74
113,GrahaLingga,0,Mohon bantuannya pak @jokowi https://twitter.com/detikcom/status/810201395542396928 …
114,twomint1,1,"@jokowi tolong di pantau kinerja KJRI jedah tentang kepengurusan TKIO,banyak keluhan dari mereka terutama yg sudah masuk tarhil trimakasih"
115,twomint1,1,"@jokowi tolong d pantau pa buat petugas d kjri jedah,soalnya banyak yang ngeluh tentang kepengurusan WNIO trimakasih"
116,fajarbhakti5,0,"tolong pertahankan tim yg sudah ada pak, tim ini jika dimatangkan lagi bisa tangguh untuk menghadapi sea game yg akan datang ."
117,faisaldz_,0,@Pak_JK mohon dukungan pemerintah utk kemajuan sepakbola kita https://twitter.com/detikcom/status/810191599145652224 …
118,xbn_Riyanto,0,"Pak presiden....sy BENCI cara bermain TimNas sepak bola kita !
Tolong pak Buat TimNas kita baik,paliing tidak bisa merajai di Asia."
119,SalimBaktir,0,http://www.mediapribumi.com/2016/07/memalukan-dan-menyedihkan-indonesia.html?m=1 … @ustadz_iipw @ustad_alhabsyi @Yusuf_Mansur @syekhalijaber @subkiAlbughury_ mohon doanya untuk Bpk @jokowi @Pak_JK
120,yohanes_patty,0,@DivHumasPolri @_TNIAU @_TNIAL_ @TNIAD12 Mohon segera di tindak lanjut Penghinaan Bpk Presiden Jokowi Pemilik Akun FB SOFIAN EDI di Sintang pic.twitter.com/xSzbVrtRdQ
121,SuwantoroEko,0,Mohon doa dan Suportnya @DewantoAndry untuk kecamatan Jatiroto Lumajang
122,sautdanielp,0,"Pak @jokowi yg terhormat mohon dear kami, besok kami tidak kerja lagi
Ini semua perment LHK nya ibu @SitiNurbayaLHK
#SelamatkanPekerjaHTI"
123,waknyenyez,0,Pak @jokowi tolong Di Ruqyah Fans Berat Bapak yang 1 Ini pic.twitter.com/4XFpgM5GUv
124,iwanlimbara,0,@jokowi Pak org ini sdh menghina Bpk. Sering ngomel2 diberanda FB nya nyinggung2 Bpk. Tolong org ini ditangkap Pak. Ditelusuri maksudnya apa pic.twitter.com/gnC02d2CkD
125,Fauziconefo,0,"@jokowi assalammualaikum.wr.wb.. Selamat pagi bapak.. Pak dengan segala hormat. Saya memohon kepada bapak, tolong bantu saya pak ?"
126,PrakosoSoelarno,1,"Pak @jokowi Mohon diperkuat PENGAWASAN data Imigrasi dan PERTEGAS hukum Imigrasi, akibat BEBAS VISA, untuk wisatawan ASING."
127,AMychaelst,0,"@jokowi Izin dari PT.RAPP, kami mohon pak, berikan kami mimpi untuk menjadi orang yang bermanfaat dalam masyarakat, negara dan keluarga kami"
128,joshman492,0,kinerja panjang @SBYudhoyono tolong jgn asal claim PK @jokowi takutnya nanti kmpnye masib proyek mangkrak pic.twitter.com/B89Pkn3s45
129,hayatnahrul,0,"Yth Pak Presiden @jokowi,Mohon #BiarkanRakyatMemilih #SelamatkanKonsumenIndonesia #SelamatkanPekerjaIndonesia #BuatGarduTolTunaihttps://twitter.com/m_mirah/status/922097094378192897 …"
130,MordekhaiMassie,1,"Mohon Pak Presiden berkenan Kaji Renc.Investor.Tambang Halmahera, agar rakyat jgn menjadi jongos diatas bumi sendiri mungkin ada solusi lain"
131,MelkiAsaad,0,"Demi SEHATNYA DEMOKRASI kita, maka mohon Bpk @jokowi membebaskan rekan2 kami. Ini soal aspirasi, bukan soal waktu.

http://nasional.republika.co.id/berita/nasional/jabodetabek-nasional/17/10/21/oy666k377-ini-kronologi-penangkapan-pendemo-jokowijk-versi-mahasiswa …"
132,MordekhaiMassie,1,"Yth Pak Presiden Jokowi, mohon petunjuk agar KPK berkenan Lidik Lelang Paket Unsrat Mdo Rp.12.238.800.000 Langgar Perpres & Indik.Tipikor"
133,himynamesalim,0,Tolong gambar kan diri km sendiri.ok jokowi spt RT.kalau km coba zon.km sebagai apa?pahlawan kah? Pemikir kah? Pekerja kah?
134,Deni_Cadel,0,"Dah diundang tp ditolak masuk..pulang aja Pak. Pakde @jokowi, mohon kirim nota protes. https://twitter.com/Puspen_TNI/status/922067122955599872 …"
135,luhanri1,0,Tolong Pantau @jokowi @KSPgoid @KemensetnegRI @setkabgoid @PolhukamRI @POLRI_ @CCICPolri @DivHumasPolrihttps://twitter.com/MakkJlebb/status/922109691827597312 …
136,firassyafiq,0,"Jokowi: ""'Tolong saya didemo, pasti saya suruh masuk""; Masuk Mana? Masuk BUI http://fb.me/8V0dfV52R "
137,FeriThe,0,"@jokowi persyaratan Sdh kami turuti segalanya hmmm ga berani ngomong lebih saya pak,takut Di begal.Mohon pak dibantu agar IJIN SKP dan HACCP"
138,FeriThe,0,"@jokowi Pak Jokowi Presiden RI, Presiden Kami yg tercinta.Mohon pak bantu Kami pedagang Tripang Di Kota Medan.IJIN usaha kami yg kami urus"
139,srsatanyspeed,0,Tolong pak @jokowi segeralah bermanuver. https://twitter.com/kemalarsjad/status/921776608016416768 …
140,scnaeun94,0,indraephe Mohon maaf sebelumnya. Saat ini kami mengikuti ketentuan yang berlaku dari pemerintah untuk program keamanan penerbangan. - Mutia
141,taehyugnk,0,indraephe Mohon maaf sebelumnya. Saat ini kami mengikuti ketentuan yang berlaku dari pemerintah untuk program keamanan penerbangan. - Mutia
142,poses_are_rosie,0,IndonesiaGaruda: indraephe Mohon maaf sebelumnya. Saat ini kami mengikuti ketentuan yang berlaku dari pemerintah untuk program keamanan pen…
143,sejeoang,0,indraephe Mohon maaf sebelumnya. Saat ini kami mengikuti ketentuan yang berlaku dari pemerintah untuk program keamanan penerbangan. - Mutia
144,IndonesiaGaruda,0,Mohon maaf sebelumnya. Saat ini kami mengikuti ketentuan yang berlaku dari pemerintah untuk program keamanan penerbangan. - Mutia
145,yeharazak,0,Mak suruh tidur awal esok pagi tolong kemas rumah . Takpelah mak tak tidur lah anak mak ni . Menunggu anak menteri
146,AnakInd19304724,1,@susipudjiastuti mohon petunjuk bu menteri...apakah masalah 4 kapal yg ditangkap di kaltara..laporan pemusnahannya kepada ibu sdh sesuai? pic.twitter.com/FsAoZKIpMg
147,manusia_hinaaa,1,"#ILC_DPRversusKPK saya setuju dengan prof @mohmahfudmd, hak angket tolong dong dikaji lagi. Pemerintah tu sebenarnya apa nih?"
148,djuliarti_,0,@republikaonline Habib rizieq bukan ancaman NKRI. Polisi harus nya GEBUK PKI sesuai perintah JOKOWI. Tolong di seli #TurnBackCrime_ID
149,kiki_saragih,1,Tolong POLISI utk menyelidiki para pembuat #Hoax seputar kasus Hermansyah #StopHoaxTerOrganisir cc @DivHumasPolri @Puspen_TNI @jokowi
150,Toni_Rom63,0,Jangan ragu .... Tolong bilangin Pak @jokowi ya ....? 
151,FransiskusSuja2,1,"@jokowi Malam Pak, kemacetan tol arah bekasi semakin parah, mohon solusinya atas hal ini dengan dinas terkait. Terima kasih"
152,chloropard,0,Pak @jokowi tolong cek tab mention bapak ya. Semoga bapak belum tidur.
153,albinandeo,0,"hukum di daerah yg jauh dr jangkauan kpk, mohon sering2 sadap pejabat pemerintah dan hakim, polisi di tingkat kabupaten! cc @KPK_RI"
154,chloropard,0,"Pak @jokowi, sebelum bapak tidur mohon berkenan mengetahui permintaan saya sebagai siswi yaitu #tolakFDS."
155,embrodos,0,awas alesan mcm gini ntar diikutin pengguna lainnya. Tolong bantu pemerintah buat perangi narkoba. Anda kan berpengaruh
156,sofyankawanmu01,0,"Mohon di kondisikan pak presiden dan para petinggi NKRI.
@jokowi @fadlizon @ZUL_Hasan @ridwankamil @Gerindrapic.twitter.com/xKgqZHCSRQ"
157,muenk,0,"Dear PLN, blm ada respon dan tindak lanjutnya. Listrik padam sudah hampir 1 jam tanpa solusi. Mohon ditanggapi."
158,iswandiadon81,0,Rkyt blm kbal tolong jgn dibacok???
159,DyandraK,0,Hahaha... dagelaann... dagelaann... tolong bangun pak jokowi... sudah waktunya bangun dari mimpi...
160,hofaronali,0,"Tolong untuk pemerintah segera usut dan tindak siapa dalang dari bom dan penembakan di sarinah jln thamrin jakarta
#KamiTidakTakut"
161,gusadib,0,@jokowi mohon pak seperti ini dibenahi. https://twitter.com/victorkamang/status/687641566467338242 …
162,a_anzelina,0,jika anda nyali para penjihad dan syuhada.. tolong datangkan pemerintah minta dikirim ke palestina bantu warga sipil sana melawan zionis
163,dan_tedja,0,@jokowi Bapak Presiden - Mohon tangkap biangnya pak dan hukum semaksimalnya. Ormas radikal dibubarkan. Jangan kasih ampun.
164,sulistiawan_rd,0,"""@christian_cllt: Mreka bisa mnjadi ancaman serius. Tolong dilacak kbenarannya, pak. Cc @jokowi @HaitiBadrodin https://twitter.com/christian_cllt/status/687695888341282816/photo/1pic.twitter.com/93taBr42Fn """
165,BentoVirgiyawan,1,@jokowi tolong beri tegakan hukum seadil adinnya pak di desa cimayang kec.bojong manik kab.lebak prop.banten kasus bulog.cacat hukum lebak
166,hasbideskto5,0,"@jokowi .Assalammu'alaikum.-
Mas.Jokowi.kita di uji oleh Allah.SWT dengan kejadian ini. Maka Mohon kita bersabar.Tis.@hasbideskto5"
